,Store Number,City,Mean Retail Price per Liter,Total Sales 2015,Mean Sales 2015,Zip Code,County,Total Gross Profit 2015,Mean Gross Profit 2015,Volume Sold (Liters) sum,Volume Sold (Liters) mean,First Date,Last Date,Total Sales Q1 2015,Total Sales Q1 2016,Mean Sales Q1 2015,Mean Sales Q1 2016,Total Gross Profit Q1 2015,Mean Gross Profit Q1 2015,Mean Gross Profit Q1 2016,totalvolQ12015,totalvolQ12016,meanvolQ12015,meanvolQ12016,Category Most Sold,numberdaysopen,Dominant Vendor,sales2015zip,profit2015zip,sales2015county,profit2015county,sales2015city,profit2015city
170,3461,STUART,14.6879553849,120762.54,78.0119767442,50250,Adair,6786.37,4.38395994832,10361.68,6.69359173127,2015-01-05,2016-03-28,276096.18,147296.53,744.194555256,123.778596639,6012.91,5.83037735849,5.05286554622,19497.0,9457.22,52.5525606469,7.94724369748,VODKA 80 PROOF,448,434,187788.14,9448.69,344823.6,16547.71,187788.14,9448.69
171,3465,PANORA,15.6975393234,109664.8,70.8886877828,50216,Guthrie,7415.4,4.79340659341,9024.2,5.83335488041,2015-01-05,2016-03-21,8506.79,15712.97,69.1608943089,64.3974180328,1065.13,4.40691056911,4.36528688525,699.38,1321.94,5.68601626016,5.41778688525,VODKA 80 PROOF,441,260,176799.82,9838.94,291363.21,15575.87,176799.82,9838.94
172,3477,COUNCIL BLUFFS,16.0775547669,1239410.52,651.635394322,51501,Pottawattamie,11143.35,5.85875394322,86553.25,45.5064405889,2015-01-06,2016-03-29,49163.01,6722.74,132.158629032,115.909310345,381.33,4.9322311828,6.57465517241,3700.25,473.3,9.94690860215,8.16034482759,CANADIAN WHISKIES,448,260,4807784.65,145405.53,8706224.87,304204.12,8070650.09,268267.66
173,3484,MARCUS,14.9728902629,38081.81,64.4362267343,51035,Cherokee,2790.86,4.72226734349,3057.01,5.17260575296,2015-01-06,2016-03-29,434110.57,60437.59,738.283282313,139.901828704,2209.92,5.55948979592,5.11555555556,33442.25,4884.78,56.8745748299,11.3073611111,CANADIAN WHISKIES,448,260,38081.81,2790.86,524740.46,22945.88,38081.81,2790.86
174,3488,BELLEVUE,15.1973423191,232585.12,139.774711538,52031,Jackson,8594.04,5.1646875,16845.0,10.1231971154,2015-01-05,2016-03-28,73789.38,7302.12,34.3846132339,97.3616,295.24,4.48239515377,3.93653333333,5784.52,757.5,2.69548928239,10.1,VODKA 80 PROOF,448,260,232585.12,8594.04,1131264.89,55375.99,232585.12,8594.04
175,3494,WATERLOO,16.728847784,1752934.12,698.101999204,50702,Black Hawk,14345.43,5.71303464755,129668.95,51.6403624054,2015-01-05,2016-03-28,88006.84,109545.0,112.829282051,143.383507853,3632.72,5.41448717949,4.75486910995,5805.06,9436.0,7.44238461538,12.3507853403,VODKA 80 PROOF,448,260,4116099.34,114583.55,14795417.3,516859.32,9392561.98,278135.55
176,3495,MONTICELLO,15.434976319,323356.48,35.8567842094,52310,Jones,40946.54,4.54053448658,25199.96,2.79440674207,2015-01-07,2016-03-29,117958.96,21154.06,366.332173913,97.935462963,1106.52,7.31158385093,5.12277777778,5922.5,1591.25,18.3928571429,7.36689814815,CANADIAN WHISKIES,447,260,482903.66,46946.13,720829.94,53455.67,482903.66,46946.13
177,3514,FORT DODGE,18.4040694935,348435.0,116.261261261,50501,Webster,16788.07,5.60162495829,22817.87,7.6135702369,2015-01-06,2016-03-29,407738.79,15504.12,835.530307377,106.924965517,583.06,6.09022540984,4.02110344828,29491.0,1386.0,60.4323770492,9.55862068966,VODKA 80 PROOF,448,260,3387512.63,108707.05,2995026.97,102943.32,3387512.63,108707.05
178,3521,COUNCIL BLUFFS,21.9792661734,392442.19,312.702940239,51501,Pottawattamie,8996.22,7.16830278884,19596.25,15.6145418327,2015-01-05,2016-03-28,144364.96,136072.7,165.3665063,66.4093216203,9177.61,5.31361970218,4.47906783797,9077.93,10040.91,10.3985452463,4.90039531479,TEQUILA,448,260,4807784.65,145405.53,8706224.87,304204.12,8070650.09,268267.66
179,3524,AMES,17.8344302072,1673923.21,672.528409,50010,Story,15092.5,6.06368019285,125085.25,50.2552229811,2015-01-07,2016-03-30,27996.5,124820.1,153.826923077,173.602364395,3637.23,6.07247252747,5.05873435327,1873.3,10327.5,10.2928571429,14.3636995828,CANADIAN WHISKIES,448,434,6966155.4,281490.23,7585724.01,323571.38,7118396.56,290955.23
180,3525,WASHINGTON,18.4282747769,579763.58,151.850073337,52353,Washington,20134.86,5.27366684128,36876.36,9.65855421687,2015-01-05,2016-03-28,45752.42,68740.44,40.3816593116,76.9769764838,4597.1,5.15958517211,5.14792833147,3401.65,5454.01,3.00233892321,6.10751399776,CANADIAN WHISKIES,448,260,1186975.45,50164.16,1409339.22,59020.79,1186975.45,50164.16
181,3528,MASON CITY,18.0550984365,188383.42,181.137903846,50401,Cerro Gordo,6655.51,6.39952884615,11117.95,10.6903365385,2015-01-08,2016-03-31,33079.6,72113.16,137.259751037,187.7946875,2083.63,5.67962655602,5.42611979167,1993.95,5794.5,8.27365145228,15.08984375,VODKA 80 PROOF,448,260,3870836.38,164759.68,5541197.41,249625.52,3870836.38,164759.68
182,3540,DAVENPORT,18.7836830076,187753.05,141.91462585,52807,Scott,7695.91,5.8170143613,10794.65,8.15922146636,2015-01-08,2016-03-31,93273.51,96488.88,201.02049569,152.672278481,3224.7,5.90243534483,5.10237341772,6295.52,7570.5,13.5679310345,11.9786392405,VODKA 80 PROOF,448,260,6086977.93,152885.9,18119679.48,576046.2,12617653.19,380143.64
183,3542,ST ANSGAR,16.4873960977,126065.17,100.37035828,50472,Mitchell,8291.11,6.6012022293,9881.51,7.86744426752,2015-01-06,2016-03-29,163119.8,68391.18,165.435902637,152.318886414,2254.25,5.29514198783,5.0206013363,12496.5,5830.5,12.6739350913,12.9855233853,CANADIAN WHISKIES,448,260,126065.17,8291.11,381429.48,38113.13,126065.17,8291.11
184,3549,FORT MADISON,21.6007297038,409942.67,240.153878149,52627,Lee,10176.99,5.96191564148,26739.69,15.6647275923,2015-01-05,2016-03-28,92311.14,88385.88,162.233989455,155.608943662,2854.69,5.13251318102,5.02586267606,7279.5,7113.0,12.7934973638,12.5228873239,VODKA 80 PROOF,448,260,993428.71,47973.96,3508198.61,124952.03,993428.71,47973.96
185,3562,WEST BURLINGTON,14.7382221981,640959.43,162.597521563,52655,Des Moines,20748.53,5.26345256215,48480.25,12.2983891426,2015-01-05,2016-03-28,47106.12,98048.88,74.0662264151,145.2576,3514.65,4.74847484277,5.20688888889,3615.9,7254.0,5.68537735849,10.7466666667,VODKA 80 PROOF,448,260,863153.53,25430.82,3635473.79,146763.34,640959.43,20748.53
186,3563,MUSCATINE,14.2398318193,405280.12,164.147476711,52761,Muscatine,12754.93,5.16603078169,31183.4,12.6299716484,2015-01-05,2016-03-28,147626.84,52890.24,134.819031963,145.302857143,1786.64,5.05314155251,4.90835164835,9500.17,4150.5,8.6759543379,11.4024725275,VODKA 80 PROOF,448,260,2618313.92,119090.34,2823123.61,131209.06,2618313.92,119090.34
187,3565,IOWA CITY,19.3959320667,200087.67,73.5616433824,52246,Johnson,13163.78,4.839625,14454.02,5.31397794118,2015-01-07,2016-03-30,17287.33,13966.1,66.7464478764,60.4593073593,1010.23,4.21648648649,4.37329004329,1500.48,1170.49,5.79335907336,5.06705627706,VODKA 80 PROOF,448,260,924416.38,38415.53,13020933.64,397720.78,9553555.84,296367.59
188,3573,OTTUMWA,18.0842898763,637365.83,129.624940004,52501,Wapello,25110.89,5.10695342689,40597.92,8.2566442953,2015-01-07,2016-03-30,6557.68,135651.3,123.729811321,155.742020666,4460.84,6.30886792453,5.12151549943,456.0,10608.0,8.60377358491,12.1791044776,CANADIAN WHISKIES,448,260,2503886.06,111503.08,2628438.98,122891.33,1858979.31,76587.12
189,3584,OELWEIN,14.9697766907,265770.85,141.142246415,50662,Fayette,9000.08,4.77964949549,22511.99,11.9553850239,2015-01-07,2016-03-30,5809.0,7999.45,79.5753424658,50.3110062893,824.82,4.30794520548,5.18754716981,543.75,690.75,7.44863013699,4.34433962264,CANADIAN WHISKIES,448,260,660800.38,19085.62,952549.95,33906.21,660800.38,19085.62
190,3592,FORT DODGE,13.9760990918,540975.58,160.956733115,50501,Hardin,16911.47,5.031678072,44178.5,13.1444510562,2015-01-06,2016-03-29,14443.44,8548.12,101.003076923,137.872903226,314.87,4.04937062937,5.0785483871,1368.0,535.0,9.56643356643,8.62903225806,VODKA 80 PROOF,448,260,3387512.63,108707.05,1691292.8,63431.82,3387512.63,108707.05
191,3606,GRUNDY CENTER,15.7063024912,69435.32,84.9881517748,50638,Grundy,4091.79,5.00831089351,5341.6,6.53806609547,2015-01-05,2016-03-28,132731.13,21862.64,67.1376479514,122.823820225,948.36,4.36147698533,5.32786516854,9976.85,1729.25,5.04645928174,9.71488764045,CANADIAN WHISKIES,448,65,140256.52,9294.66,216948.62,13599.79,140256.52,9294.66
192,3611,LOGAN,11.8111920073,64258.98,103.310257235,51546,Harrison,2575.54,4.14073954984,5991.75,9.63303858521,2015-01-05,2016-03-28,125778.26,3079.69,208.933986711,85.5469444444,144.35,5.08752491694,4.00972222222,10185.0,213.95,16.9186046512,5.94305555556,CANADIAN WHISKIES,448,434,64258.98,2575.54,321119.98,27924.95,64258.98,2575.54
193,3612,MAQUOKETA,15.4998196852,496759.01,64.648491671,52060,Jackson,33842.59,4.4042933368,37429.07,4.87103982301,2015-01-05,2016-03-28,71428.25,47432.04,76.9700969828,189.72816,1628.66,4.87662715517,6.51464,5727.5,2564.7,6.171875,10.2588,CANADIAN WHISKIES,448,260,864761.93,45371.47,1131264.89,55375.99,864761.93,45371.47
194,3618,CEDAR RAPIDS,14.4710633569,572004.03,194.890640545,52404,Linn,15033.36,5.1220988075,46370.75,15.7992333901,2015-01-05,2016-03-28,79851.96,25522.98,176.273642384,130.887076923,973.05,5.30567328918,4.99,6382.5,2067.0,14.0894039735,10.6,VODKA 80 PROOF,448,260,3141279.24,123987.84,20374018.21,739839.77,17588744.39,615993.64
195,3621,SHELDON,17.9749710325,282120.81,75.6964877918,51201,O'Brien,18846.43,5.05672927287,22192.82,5.95460692246,2015-01-06,2016-03-29,41531.19,77438.7,169.515061224,155.812273642,2490.43,4.99012244898,5.01092555332,3311.25,6388.5,13.5153061224,12.8541247485,CANADIAN WHISKIES,448,260,839563.48,37161.42,1072375.91,55358.84,839563.48,37161.42
196,3622,SPIRIT LAKE,15.3715925547,468872.78,209.69265653,51360,Dickinson,12283.59,5.49355545617,36410.5,16.283765653,2015-01-06,2016-03-29,114953.4,28798.5,176.851384615,62.7418300654,2118.82,5.22001538462,4.61616557734,8956.5,2417.53,13.7792307692,5.26694989107,VODKA 80 PROOF,448,260,2110384.71,67789.66,3725494.03,127806.73,2110384.71,67789.66
197,3624,NEWTON,14.5998527977,172869.99,160.959022346,50208,Jasper,5603.59,5.21749534451,13616.25,12.6780726257,2015-01-08,2016-03-28,74914.98,59331.98,154.783016529,159.924474394,2228.0,5.17671487603,6.00539083558,6621.0,3824.1,13.6797520661,10.3075471698,VODKA 80 PROOF,445,260,1322703.04,88417.16,1514369.37,98317.79,1322703.04,88417.16
198,3625,ANKENY,14.7021483632,492453.9,172.548668535,50021,Polk,14934.15,5.23270847933,37383.0,13.0984583041,2015-01-06,2016-03-28,89868.72,115171.26,165.199852941,140.111021898,4061.47,4.87733455882,4.94096107056,7386.0,8819.1,13.5772058824,10.7288321168,VODKA 80 PROOF,447,260,2566641.13,89629.52,56674297.4,1759117.6,4205336.85,188730.15
199,3626,SPENCER,14.0388912452,376752.15,169.479149798,51301,Clay,11676.85,5.25274403959,31364.25,14.108974359,2015-01-06,2016-03-29,101460.12,8311.56,164.707987013,37.2715695067,999.42,4.92594155844,4.48170403587,7514.25,738.19,12.1984577922,3.3102690583,VODKA 80 PROOF,448,260,1501221.15,74596.32,1501221.15,74596.32,1501221.15,74596.32
200,3628,CEDAR RAPIDS,14.0014117222,404690.7,170.467860152,52402,Linn,11839.4,4.98711036226,32881.5,13.850673968,2015-01-05,2016-03-28,30927.86,1827.31,67.2344782609,107.488823529,88.08,4.38993478261,5.18117647059,2681.31,152.0,5.82893478261,8.94117647059,VODKA 80 PROOF,448,260,8042587.07,221082.75,20374018.21,739839.77,17588744.39,615993.64
201,3629,COUNCIL BLUFFS,14.7005689484,451884.24,156.90425,51503,Pottawattamie,14837.68,5.15197222222,33061.5,11.4796875,2015-01-06,2016-03-29,97351.7,30889.21,146.835143288,108.764823944,1573.4,4.85028657617,5.54014084507,7737.0,1969.72,11.6696832579,6.93563380282,VODKA 80 PROOF,448,260,3262865.44,122862.13,8706224.87,304204.12,8070650.09,268267.66
202,3635,OGDEN,14.8387667523,63677.22,72.2783427923,50212,Boone,4067.52,4.61693530079,5248.25,5.95715096481,2015-01-07,2016-03-30,72096.6,29596.96,151.782315789,160.853043478,1118.02,5.16747368421,6.07619565217,5511.0,1634.8,11.6021052632,8.8847826087,CANADIAN WHISKIES,448,260,63677.22,4067.52,1630094.93,73448.17,63677.22,4067.52
203,3644,ALTOONA,14.3900595072,575714.39,160.589788006,50009,Polk,18186.6,5.0729707113,44690.75,12.4660390516,2015-01-05,2016-03-28,81713.58,28655.12,164.083493976,177.982111801,994.54,4.99475903614,6.17726708075,6849.0,1627.5,13.7530120482,10.1086956522,VODKA 80 PROOF,448,260,2155725.15,74901.38,56674297.4,1759117.6,2155725.15,74901.38
204,3645,WINDSOR HEIGHTS,14.5900592848,300427.8,150.817168675,50311,Polk,10326.47,5.18397088353,22725.0,11.4081325301,2015-01-06,2016-03-29,7764.47,26342.77,55.8594964029,99.783219697,1271.51,4.69496402878,4.81632575758,702.13,1948.64,5.05129496403,7.38121212121,VODKA 80 PROOF,448,260,5653168.26,134998.27,56674297.4,1759117.6,4991832.2,116985.31
205,3647,CLINTON,13.8834002669,402158.52,165.770206101,52732,Clinton,12247.76,5.04854080791,32412.0,13.3602638087,2015-01-08,2016-03-31,56029.06,35177.28,91.550751634,144.762469136,1320.65,5.26217320261,5.43477366255,3780.62,2382.0,6.17748366013,9.8024691358,VODKA 80 PROOF,448,260,2521373.9,97324.15,2926200.0,111475.5,2834663.77,107337.63
206,3650,HOLSTEIN,17.8640880237,234923.2,94.803551251,51025,Ida,13630.5,5.50060532688,15828.17,6.38747780468,2015-01-07,2016-03-30,6782.98,72462.93,193.799428571,89.7929739777,4113.52,5.05028571429,5.09729863693,458.75,5038.33,13.1071428571,6.24328376704,CANADIAN WHISKIES,448,260,234923.2,13630.5,406371.29,20346.03,234923.2,13630.5
207,3651,INDIANOLA,13.724634632,162819.08,148.017345455,50125,Warren,5805.94,5.27812727273,12863.25,11.6938636364,2015-01-05,2016-03-28,28905.82,66265.92,143.098118812,52.6337728356,7074.52,5.37504950495,5.61915806195,2142.0,4844.63,10.603960396,3.84799841144,VODKA 80 PROOF,448,260,1421676.92,64223.49,1879416.31,76312.52,1421676.92,64223.49
208,3652,IDA GROVE,16.9881229773,31318.46,152.031359223,51445,Ida,1083.7,5.26067961165,2013.5,9.77427184466,2015-01-07,2016-03-30,16256.82,68547.23,101.605125,92.6313918919,3770.53,5.019375,5.09531081081,1118.29,4992.4,6.9893125,6.74648648649,CANADIAN WHISKIES,448,434,171448.09,6715.53,406371.29,20346.03,171448.09,6715.53
209,3654,BELMOND,14.6463424379,101642.65,139.811072902,50421,Wright,3772.79,5.18953232462,7965.0,10.9559834938,2015-01-06,2016-03-29,51759.86,46334.8,160.744906832,127.293406593,2123.33,5.88319875776,5.83332417582,3143.4,2899.2,9.76211180124,7.96483516484,CANADIAN WHISKIES,448,434,156462.87,5656.81,429460.97,19929.43,156462.87,5656.81
210,3656,ANKENY,18.3520062708,210999.92,173.662485597,50021,Polk,7466.38,6.14516872428,12157.15,10.0058847737,2015-01-06,2016-03-29,82465.92,27628.09,194.49509434,91.1818151815,1918.96,4.82591981132,6.33320132013,6759.0,1812.25,15.9410377358,5.98102310231,VODKA 80 PROOF,448,260,2566641.13,89629.52,56674297.4,1759117.6,4205336.85,188730.15
211,3660,KNOXVILLE,13.9608693556,124078.32,139.570663667,50138,Marion,4595.72,5.16953880765,9457.5,10.6383577053,2015-01-07,2016-03-30,25681.32,84663.84,69.408972973,173.136687117,2614.75,5.02645945946,5.34713701431,2070.76,7140.0,5.59664864865,14.6012269939,VODKA 80 PROOF,448,434,812091.66,50165.82,1944338.73,99639.37,812091.66,50165.82
212,3663,WATERLOO,13.7016931486,344617.89,175.021782631,50702,Black Hawk,9541.58,4.84590147283,28306.25,14.37595226,2015-01-05,2016-03-28,56137.44,42235.97,168.580900901,87.4450724638,2115.71,5.58441441441,4.38035196687,3766.5,2127.07,11.3108108108,4.40387163561,VODKA 80 PROOF,448,260,4116099.34,114583.55,14795417.3,516859.32,9392561.98,278135.55
213,3664,NORTHWOOD,15.740703856,104244.83,65.2345619524,50459,Worth,7739.68,4.84335419274,8511.5,5.32634543179,2015-01-08,2016-03-31,112629.6,24376.08,161.360458453,40.0922368421,3292.05,4.96776504298,5.41455592105,8553.0,1837.47,12.2535816619,3.02215460526,CANADIAN WHISKIES,448,260,233445.57,13544.33,233445.57,13544.33,104244.83,7739.68
214,3666,CEDAR RAPIDS,17.7312172183,294907.84,172.966475073,52404,Linn,10155.38,5.95623460411,18310.5,10.7392961877,2015-01-06,2016-03-29,8867.1,56168.76,36.94625,156.024333333,1922.67,4.43025,5.34075,755.2,4587.0,3.14666666667,12.7416666667,VODKA 80 PROOF,448,260,3141279.24,123987.84,20374018.21,739839.77,17588744.39,615993.64
215,3670,CORALVILLE,14.1716087879,548541.6,154.693062606,52241,Johnson,17790.81,5.01714890017,41162.5,11.6081500282,2015-01-08,2016-03-31,3154.66,103468.98,98.583125,148.449038737,3574.36,4.92125,5.12820659971,258.0,7915.5,8.0625,11.356527977,VODKA 80 PROOF,448,260,2771794.4,74836.04,13020933.64,397720.78,2771794.4,74836.04
216,3676,GREENE,16.2678423648,36180.35,40.6520786517,50636,Butler,4171.58,4.68716853933,3156.06,3.54613483146,2015-01-06,2016-03-29,34458.63,85824.36,105.701319018,162.854573055,2953.87,5.61389570552,5.60506641366,2188.48,5995.5,6.71312883436,11.3766603416,CANADIAN WHISKIES,448,260,36180.35,4171.58,220157.04,10729.97,36180.35,4171.58
217,3678,DES MOINES,22.2858406602,152438.96,108.729643367,50320,Polk,8489.5,6.05527817404,9308.29,6.63929386591,2015-01-08,2016-03-24,63228.48,52602.72,171.816521739,168.059808307,1682.21,6.08861413043,5.37447284345,4393.87,3784.5,11.9398641304,12.0910543131,VODKA 80 PROOF,441,260,10426637.97,145539.26,56674297.4,1759117.6,31942201.98,805300.56
218,3679,MONONA,15.6827253875,124635.74,51.6946246371,52159,Clayton,14920.07,6.18833264206,8817.61,3.65724180838,2015-01-05,2016-03-28,9876.24,91500.06,76.56,94.5248553719,5502.82,4.24744186047,5.68473140496,1002.0,5734.0,7.76744186047,5.92355371901,CANADIAN WHISKIES,448,260,177579.05,20364.62,470164.84,38600.31,177579.05,20364.62
219,3688,FREDERICKSBURG,12.05709016,36752.04,73.9477665996,50630,Chickasaw,2117.12,4.25979879276,3779.25,7.60412474849,2015-01-06,2016-03-22,53473.18,73982.83,170.296751592,89.567590799,4304.78,5.78824840764,5.21159806295,3400.2,5542.75,10.8286624204,6.71035108959,CANADIAN WHISKIES,441,434,36752.04,2117.12,241200.55,8416.59,36752.04,2117.12
220,3690,WATERLOO,18.3615146094,145884.46,130.486994633,50702,Black Hawk,6479.56,5.79567084079,8394.8,7.50876565295,2015-01-05,2016-03-21,133347.95,60368.8,205.783873457,91.0539969834,3206.82,6.16632716049,4.83683257919,10021.09,4644.94,15.4646450617,7.00594268477,VODKA 80 PROOF,441,260,4116099.34,114583.55,14795417.3,516859.32,9392561.98,278135.55
221,3691,URBANDALE,18.2896717227,305758.57,228.86120509,50322,Polk,8179.76,6.1225748503,17665.2,13.2224550898,2015-01-06,2016-03-28,24629.37,27587.65,94.7283461538,71.4705958549,1371.73,4.65769230769,3.55370466321,1908.07,2601.01,7.33873076923,6.73836787565,VODKA 80 PROOF,447,260,3028823.28,106397.07,56674297.4,1759117.6,2605830.31,82359.67
222,3695,REMSEN,15.8883269855,103290.95,96.7143726592,51050,Plymouth,5043.11,4.72201310861,7911.02,7.40732209738,2015-01-06,2016-03-29,25108.96,36974.82,83.4184717608,158.012051282,1263.73,6.65554817276,5.40055555556,1105.27,2896.5,3.67199335548,12.3782051282,CANADIAN WHISKIES,448,260,103290.95,5043.11,1549402.67,67082.09,103290.95,5043.11
223,3696,DES MOINES,14.9915929487,152180.28,146.327192308,50315,Polk,5572.95,5.35860576923,10618.5,10.2100961538,2015-01-05,2016-03-28,79255.66,44647.22,94.8034210526,100.105874439,2162.45,5.10684210526,4.8485426009,5498.63,3645.46,6.57730861244,8.17367713004,VODKA 80 PROOF,448,260,2277367.09,88324.62,56674297.4,1759117.6,31942201.98,805300.56
224,3698,WEST DES MOINES,29.5567022378,146629.82,102.538335664,50266,Polk,10504.72,7.34595804196,6266.04,4.38184615385,2015-01-07,2016-03-30,63745.51,14396.38,53.0328702163,58.7607346939,1047.64,5.32800332779,4.27608163265,4639.09,1223.76,3.85947587354,4.99493877551,VODKA 80 PROOF,448,260,5960421.28,123405.96,56674297.4,1759117.6,9847759.32,290692.9
225,3700,AVOCA,16.6010683458,328844.49,92.1907737595,51521,Pottawattamie,18206.44,5.10413232408,22862.42,6.40942528736,2015-01-06,2016-03-29,67433.19,37801.02,93.1397651934,169.511300448,1244.16,5.09258287293,5.57919282511,4917.0,3105.0,6.79143646409,13.9237668161,CANADIAN WHISKIES,448,260,378166.75,19518.72,8706224.87,304204.12,378166.75,19518.72
226,3704,EMMETSBURG,16.7009385411,256242.24,49.7171594878,50536,Palo Alto,28534.49,5.53637757082,18815.86,3.65072953046,2015-01-06,2016-03-29,51959.08,24486.69,122.545,49.769695122,2638.13,5.4966509434,5.36205284553,3374.7,1758.43,7.95919811321,3.57404471545,CANADIAN WHISKIES,448,260,425052.64,36112.01,501368.01,41247.26,425052.64,36112.01
227,3705,ROCK RAPIDS,17.1311816058,289948.21,90.13,51246,Lyon,16431.33,5.10765620143,21163.52,6.578650917,2015-01-06,2016-03-29,10527.6,127509.66,210.552,150.542691854,4326.05,1.93,5.10749704841,650.48,9685.5,13.0096,11.4350649351,CANADIAN WHISKIES,448,260,367388.34,21350.48,573417.01,38616.65,367388.34,21350.48
228,3707,CEDAR RAPIDS,19.2931002282,282145.15,141.355285571,52402,Linn,11763.38,5.89347695391,16046.85,8.03950400802,2015-01-05,2016-03-28,34707.79,84656.36,88.5402806122,92.3188222465,5481.34,5.57964285714,5.97747001091,2361.25,5381.71,6.02359693878,5.86882224646,VODKA 80 PROOF,448,260,8042587.07,221082.75,20374018.21,739839.77,17588744.39,615993.64
229,3710,COLUMBUS JUNCTION,20.5965195541,43492.54,226.523645833,52738,Louisa,370.74,1.9309375,2558.78,13.3269791667,2015-01-05,2016-03-21,75049.8,28714.54,182.602919708,87.2782370821,1596.49,4.97326034063,4.85255319149,6712.5,2411.75,16.3321167883,7.33054711246,CANADIAN WHISKIES,441,115,138703.38,9551.43,138703.38,9551.43,138703.38,9551.43
230,3712,MONTEZUMA,17.0360206909,132194.54,87.8953058511,50171,Poweshiek,8863.28,5.89313829787,8856.35,5.88853058511,2015-01-08,2016-03-28,38327.74,2956.25,88.7216203704,98.5416666667,168.17,4.05958333333,5.60566666667,1882.83,204.0,4.35840277778,6.8,CANADIAN WHISKIES,445,260,132194.54,8863.28,1158480.16,75360.44,132194.54,8863.28
231,3713,MASON CITY,13.8822586873,394322.11,190.309898649,50401,Cerro Gordo,10634.98,5.13271235521,33481.25,16.1589044402,2015-01-08,2016-03-31,18545.8,114170.28,38.081724846,153.868301887,3732.94,4.91125256674,5.03091644205,1493.86,9385.5,3.06747433265,12.6489218329,VODKA 80 PROOF,448,260,3870836.38,164759.68,5541197.41,249625.52,3870836.38,164759.68
232,3715,DAVENPORT,23.8202066685,158734.41,86.6454203057,52807,Scott,7529.02,4.10972707424,8064.03,4.40176310044,2015-01-07,2016-03-30,58823.79,93142.08,164.31226257,182.274129159,2131.87,5.21650837989,4.17195694716,4713.75,4445.97,13.1668994413,8.70052837573,VODKA 80 PROOF,448,260,6086977.93,152885.9,18119679.48,576046.2,12617653.19,380143.64
233,3717,SUMNER,15.4781533132,94636.13,37.0250899844,50674,Bremer,13145.79,5.14311032864,7547.98,2.95304381847,2015-01-07,2016-03-30,97350.48,646567.87,151.165341615,267.287255064,16816.58,5.14049689441,6.95187267466,7510.5,35550.57,11.6622670807,14.6963910707,CANADIAN WHISKIES,448,260,94636.13,13145.79,1557412.77,79713.8,94636.13,13145.79
234,3719,MARSHALLTOWN,14.4286616791,264772.83,165.070342893,50158,Marshall,8599.26,5.36113466334,20577.75,12.829021197,2015-01-06,2016-03-29,75824.58,25847.27,155.697289528,100.573035019,783.44,5.23650924025,3.04840466926,5674.5,2917.75,11.6519507187,11.3531128405,VODKA 80 PROOF,448,260,2701240.14,97054.63,2766616.25,106604.1,2701240.14,97054.63
235,3721,DECORAH,14.5559437249,474061.6,155.226457105,52101,Winneshiek,15958.25,5.22536018337,35703.45,11.6907170923,2015-01-07,2016-03-30,59510.22,90499.98,39.4630106101,137.329256449,3252.48,4.54915782493,4.93547799697,4282.25,7101.0,2.83968832891,10.7754172989,VODKA 80 PROOF,448,260,1171674.56,47160.31,1283171.29,54069.75,1171674.56,47160.31
236,3722,SIOUX CITY,15.2106516614,383951.4,165.282565648,51106,Woodbury,12575.25,5.41336633663,27550.75,11.8599870857,2015-01-07,2016-03-30,51431.16,35518.69,162.24340694,64.2290958409,2382.2,5.19870662461,4.30777576854,3972.0,1689.76,12.5299684543,3.0556238698,VODKA 80 PROOF,448,260,3721317.95,88667.36,7692077.76,264370.85,7459128.34,250882.54
237,3723,ONAWA,16.9604293981,272391.34,42.3033607703,51040,Monona,29944.13,4.65043174406,19771.66,3.07061034322,2015-01-07,2016-03-30,77449.0,15774.58,97.6658259773,121.342923077,589.4,5.1714627995,4.53384615385,5227.23,1475.05,6.59171500631,11.3465384615,CANADIAN WHISKIES,448,260,272391.34,29944.13,494526.68,47330.59,272391.34,29944.13
238,3726,OTTUMWA,14.0594583862,233540.46,159.631209843,52501,Wapello,7418.77,5.07092959672,17832.0,12.1886534518,2015-01-07,2016-03-30,131134.8,28584.46,168.553727506,84.569408284,1538.4,5.09903598972,4.55147928994,8821.6,2347.5,11.3388174807,6.94526627219,VODKA 80 PROOF,448,260,2503886.06,111503.08,2628438.98,122891.33,1858979.31,76587.12
239,3728,COUNCIL BLUFFS,18.5325107826,314916.72,90.5193216442,51503,Pottawattamie,18070.8,5.19425122162,20786.9,5.97496407014,2015-01-06,2016-03-29,61259.2,48143.01,84.1472527473,87.5327454545,2622.82,5.41206043956,4.76876363636,4642.75,4359.8,6.37740384615,7.92690909091,VODKA 80 PROOF,448,260,3262865.44,122862.13,8706224.87,304204.12,8070650.09,268267.66
240,3731,DAVENPORT,14.8273660182,467670.96,151.989262268,52807,Scott,15386.42,5.00046148846,33955.75,11.0353428664,2015-01-08,2016-03-31,60917.45,55316.47,96.6943650794,109.105463511,2660.56,4.60242857143,5.24765285996,4623.14,3746.73,7.33831746032,7.39,VODKA 80 PROOF,448,260,6086977.93,152885.9,18119679.48,576046.2,12617653.19,380143.64
